group,artifact,version,classification,license,source_pom,pom_chain,fetch_status
io.prometheus,prometheus-metrics-core,1.3.10,parent-pom,"The Apache Software License, Version 2.0 <http://www.apache.org/licenses/LICENSE-2.0.txt>",https://repo.maven.apache.org/maven2/io/prometheus/client_java_parent/1.3.10/client_java_parent-1.3.10.pom,https://repo.maven.apache.org/maven2/io/prometheus/prometheus-metrics-core/1.3.10/prometheus-metrics-core-1.3.10.pom | https://repo.maven.apache.org/maven2/io/prometheus/client_java/1.3.10/client_java-1.3.10.pom | https://repo.maven.apache.org/maven2/io/prometheus/client_java_parent/1.3.10/client_java_parent-1.3.10.pom,ok | ok | ok
io.prometheus,prometheus-metrics-exposition-formats,1.3.10,parent-pom,"The Apache Software License, Version 2.0 <http://www.apache.org/licenses/LICENSE-2.0.txt>",https://repo.maven.apache.org/maven2/io/prometheus/client_java_parent/1.3.10/client_java_parent-1.3.10.pom,https://repo.maven.apache.org/maven2/io/prometheus/prometheus-metrics-exposition-formats/1.3.10/prometheus-metrics-exposition-formats-1.3.10.pom | https://repo.maven.apache.org/maven2/io/prometheus/client_java/1.3.10/client_java-1.3.10.pom | https://repo.maven.apache.org/maven2/io/prometheus/client_java_parent/1.3.10/client_java_parent-1.3.10.pom,ok | ok | ok
io.prometheus,prometheus-metrics-exposition-textformats,1.3.10,parent-pom,"The Apache Software License, Version 2.0 <http://www.apache.org/licenses/LICENSE-2.0.txt>",https://repo.maven.apache.org/maven2/io/prometheus/client_java_parent/1.3.10/client_java_parent-1.3.10.pom,https://repo.maven.apache.org/maven2/io/prometheus/prometheus-metrics-exposition-textformats/1.3.10/prometheus-metrics-exposition-textformats-1.3.10.pom | https://repo.maven.apache.org/maven2/io/prometheus/client_java/1.3.10/client_java-1.3.10.pom | https://repo.maven.apache.org/maven2/io/prometheus/client_java_parent/1.3.10/client_java_parent-1.3.10.pom,ok | ok | ok
io.prometheus,prometheus-metrics-model,1.3.10,parent-pom,"The Apache Software License, Version 2.0 <http://www.apache.org/licenses/LICENSE-2.0.txt>",https://repo.maven.apache.org/maven2/io/prometheus/client_java_parent/1.3.10/client_java_parent-1.3.10.pom,https://repo.maven.apache.org/maven2/io/prometheus/prometheus-metrics-model/1.3.10/prometheus-metrics-model-1.3.10.pom | https://repo.maven.apache.org/maven2/io/prometheus/client_java/1.3.10/client_java-1.3.10.pom | https://repo.maven.apache.org/maven2/io/prometheus/client_java_parent/1.3.10/client_java_parent-1.3.10.pom,ok | ok | ok
io.prometheus,prometheus-metrics-tracer-common,1.3.10,parent-pom,"The Apache Software License, Version 2.0 <http://www.apache.org/licenses/LICENSE-2.0.txt>",https://repo.maven.apache.org/maven2/io/prometheus/client_java_parent/1.3.10/client_java_parent-1.3.10.pom,https://repo.maven.apache.org/maven2/io/prometheus/prometheus-metrics-tracer-common/1.3.10/prometheus-metrics-tracer-common-1.3.10.pom | https://repo.maven.apache.org/maven2/io/prometheus/prometheus-metrics-tracer/1.3.10/prometheus-metrics-tracer-1.3.10.pom | https://repo.maven.apache.org/maven2/io/prometheus/client_java/1.3.10/client_java-1.3.10.pom | https://repo.maven.apache.org/maven2/io/prometheus/client_java_parent/1.3.10/client_java_parent-1.3.10.pom,ok | ok | ok | ok
io.swagger.core.v3,swagger-annotations,2.2.46,parent-pom,Apache License 2.0 <http://www.apache.org/licenses/LICENSE-2.0.html>,https://repo.maven.apache.org/maven2/io/swagger/core/v3/swagger-project/2.2.46/swagger-project-2.2.46.pom,https://repo.maven.apache.org/maven2/io/swagger/core/v3/swagger-annotations/2.2.46/swagger-annotations-2.2.46.pom | https://repo.maven.apache.org/maven2/io/swagger/core/v3/swagger-project/2.2.46/swagger-project-2.2.46.pom,ok | ok
jakarta.xml.bind,jakarta.xml.bind-api,4.0.5,parent-pom,Eclipse Distribution License - v 1.0 <http://www.eclipse.org/org/documents/edl-v10.php>,https://repo.maven.apache.org/maven2/jakarta/xml/bind/jakarta.xml.bind-api-parent/4.0.5/jakarta.xml.bind-api-parent-4.0.5.pom,https://repo.maven.apache.org/maven2/jakarta/xml/bind/jakarta.xml.bind-api/4.0.5/jakarta.xml.bind-api-4.0.5.pom | https://repo.maven.apache.org/maven2/jakarta/xml/bind/jakarta.xml.bind-api-parent/4.0.5/jakarta.xml.bind-api-parent-4.0.5.pom,ok | ok
net.thisptr,jackson-jq,1.6.2,parent-pom,"The Apache License, Version 2.0 <http://www.apache.org/licenses/LICENSE-2.0.txt>",https://repo.maven.apache.org/maven2/net/thisptr/jackson-jq-parent/1.6.2/jackson-jq-parent-1.6.2.pom,https://repo.maven.apache.org/maven2/net/thisptr/jackson-jq/1.6.2/jackson-jq-1.6.2.pom | https://repo.maven.apache.org/maven2/net/thisptr/jackson-jq-parent/1.6.2/jackson-jq-parent-1.6.2.pom,ok | ok
org.apache.commons,commons-compress,1.28.0,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,https://repo.maven.apache.org/maven2/org/apache/commons/commons-compress/1.28.0/commons-compress-1.28.0.pom | https://repo.maven.apache.org/maven2/org/apache/commons/commons-parent/85/commons-parent-85.pom | https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,ok | ok | ok
org.apache.commons,commons-lang3,3.20.0,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,https://repo.maven.apache.org/maven2/org/apache/commons/commons-lang3/3.20.0/commons-lang3-3.20.0.pom | https://repo.maven.apache.org/maven2/org/apache/commons/commons-parent/92/commons-parent-92.pom | https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,ok | ok | ok
org.apache.httpcomponents.client5,httpclient5,5.6.4,parent-pom,"Apache License, Version 2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>",https://repo.maven.apache.org/maven2/org/apache/apache/27/apache-27.pom,https://repo.maven.apache.org/maven2/org/apache/httpcomponents/client5/httpclient5/5.6.4/httpclient5-5.6.4.pom | https://repo.maven.apache.org/maven2/org/apache/httpcomponents/client5/httpclient5-parent/5.6.4/httpclient5-parent-5.6.4.pom | https://repo.maven.apache.org/maven2/org/apache/httpcomponents/httpcomponents-parent/14/httpcomponents-parent-14.pom | https://repo.maven.apache.org/maven2/org/apache/apache/27/apache-27.pom,ok | ok | ok | ok
org.apache.httpcomponents.core5,httpcore5-h2,5.4.3,parent-pom,"Apache License, Version 2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>",https://repo.maven.apache.org/maven2/org/apache/apache/27/apache-27.pom,https://repo.maven.apache.org/maven2/org/apache/httpcomponents/core5/httpcore5-h2/5.4.3/httpcore5-h2-5.4.3.pom | https://repo.maven.apache.org/maven2/org/apache/httpcomponents/core5/httpcore5-parent/5.4.3/httpcore5-parent-5.4.3.pom | https://repo.maven.apache.org/maven2/org/apache/httpcomponents/httpcomponents-parent/14/httpcomponents-parent-14.pom | https://repo.maven.apache.org/maven2/org/apache/apache/27/apache-27.pom,ok | ok | ok | ok
org.apache.httpcomponents.core5,httpcore5,5.4.3,parent-pom,"Apache License, Version 2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>",https://repo.maven.apache.org/maven2/org/apache/apache/27/apache-27.pom,https://repo.maven.apache.org/maven2/org/apache/httpcomponents/core5/httpcore5/5.4.3/httpcore5-5.4.3.pom | https://repo.maven.apache.org/maven2/org/apache/httpcomponents/core5/httpcore5-parent/5.4.3/httpcore5-parent-5.4.3.pom | https://repo.maven.apache.org/maven2/org/apache/httpcomponents/httpcomponents-parent/14/httpcomponents-parent-14.pom | https://repo.maven.apache.org/maven2/org/apache/apache/27/apache-27.pom,ok | ok | ok | ok
org.apache.httpcomponents,httpclient,4.5.14,parent-pom,"Apache License, Version 2.0 <http://www.apache.org/licenses/LICENSE-2.0.txt>",https://repo.maven.apache.org/maven2/org/apache/httpcomponents/httpcomponents-client/4.5.14/httpcomponents-client-4.5.14.pom,https://repo.maven.apache.org/maven2/org/apache/httpcomponents/httpclient/4.5.14/httpclient-4.5.14.pom | https://repo.maven.apache.org/maven2/org/apache/httpcomponents/httpcomponents-client/4.5.14/httpcomponents-client-4.5.14.pom,ok | ok
org.apache.httpcomponents,httpcore,4.4.16,parent-pom,"Apache License, Version 2.0 <http://www.apache.org/licenses/LICENSE-2.0.txt>",https://repo.maven.apache.org/maven2/org/apache/httpcomponents/httpcomponents-core/4.4.16/httpcomponents-core-4.4.16.pom,https://repo.maven.apache.org/maven2/org/apache/httpcomponents/httpcore/4.4.16/httpcore-4.4.16.pom | https://repo.maven.apache.org/maven2/org/apache/httpcomponents/httpcomponents-core/4.4.16/httpcomponents-core-4.4.16.pom,ok | ok
org.apache.maven.resolver,maven-resolver-api,2.0.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver-api/2.0.10/maven-resolver-api-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver/2.0.10/maven-resolver-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/45/maven-parent-45.pom | https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,ok | ok | ok | ok
org.apache.maven.resolver,maven-resolver-connector-basic,2.0.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver-connector-basic/2.0.10/maven-resolver-connector-basic-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver/2.0.10/maven-resolver-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/45/maven-parent-45.pom | https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,ok | ok | ok | ok
org.apache.maven.resolver,maven-resolver-impl,2.0.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver-impl/2.0.10/maven-resolver-impl-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver/2.0.10/maven-resolver-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/45/maven-parent-45.pom | https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,ok | ok | ok | ok
org.apache.maven.resolver,maven-resolver-named-locks,2.0.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver-named-locks/2.0.10/maven-resolver-named-locks-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver/2.0.10/maven-resolver-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/45/maven-parent-45.pom | https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,ok | ok | ok | ok
org.apache.maven.resolver,maven-resolver-spi,2.0.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver-spi/2.0.10/maven-resolver-spi-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver/2.0.10/maven-resolver-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/45/maven-parent-45.pom | https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,ok | ok | ok | ok
org.apache.maven.resolver,maven-resolver-supplier-mvn3,2.0.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver-supplier-mvn3/2.0.10/maven-resolver-supplier-mvn3-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver/2.0.10/maven-resolver-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/45/maven-parent-45.pom | https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,ok | ok | ok | ok
org.apache.maven.resolver,maven-resolver-transport-apache,2.0.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver-transport-apache/2.0.10/maven-resolver-transport-apache-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver/2.0.10/maven-resolver-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/45/maven-parent-45.pom | https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,ok | ok | ok | ok
org.apache.maven.resolver,maven-resolver-transport-file,2.0.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver-transport-file/2.0.10/maven-resolver-transport-file-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver/2.0.10/maven-resolver-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/45/maven-parent-45.pom | https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,ok | ok | ok | ok
org.apache.maven.resolver,maven-resolver-util,2.0.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver-util/2.0.10/maven-resolver-util-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver/2.0.10/maven-resolver-2.0.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/45/maven-parent-45.pom | https://repo.maven.apache.org/maven2/org/apache/apache/35/apache-35.pom,ok | ok | ok | ok
org.apache.maven,maven-artifact,3.9.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/34/apache-34.pom,https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact/3.9.10/maven-artifact-3.9.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven/3.9.10/maven-3.9.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/44/maven-parent-44.pom | https://repo.maven.apache.org/maven2/org/apache/apache/34/apache-34.pom,ok | ok | ok | ok
org.apache.maven,maven-builder-support,3.9.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/34/apache-34.pom,https://repo.maven.apache.org/maven2/org/apache/maven/maven-builder-support/3.9.10/maven-builder-support-3.9.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven/3.9.10/maven-3.9.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/44/maven-parent-44.pom | https://repo.maven.apache.org/maven2/org/apache/apache/34/apache-34.pom,ok | ok | ok | ok
org.apache.maven,maven-model-builder,3.9.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/34/apache-34.pom,https://repo.maven.apache.org/maven2/org/apache/maven/maven-model-builder/3.9.10/maven-model-builder-3.9.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven/3.9.10/maven-3.9.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/44/maven-parent-44.pom | https://repo.maven.apache.org/maven2/org/apache/apache/34/apache-34.pom,ok | ok | ok | ok
org.apache.maven,maven-model,3.9.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/34/apache-34.pom,https://repo.maven.apache.org/maven2/org/apache/maven/maven-model/3.9.10/maven-model-3.9.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven/3.9.10/maven-3.9.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/44/maven-parent-44.pom | https://repo.maven.apache.org/maven2/org/apache/apache/34/apache-34.pom,ok | ok | ok | ok
org.apache.maven,maven-repository-metadata,3.9.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/34/apache-34.pom,https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/3.9.10/maven-repository-metadata-3.9.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven/3.9.10/maven-3.9.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/44/maven-parent-44.pom | https://repo.maven.apache.org/maven2/org/apache/apache/34/apache-34.pom,ok | ok | ok | ok
org.apache.maven,maven-resolver-provider,3.9.10,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/34/apache-34.pom,https://repo.maven.apache.org/maven2/org/apache/maven/maven-resolver-provider/3.9.10/maven-resolver-provider-3.9.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven/3.9.10/maven-3.9.10.pom | https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/44/maven-parent-44.pom | https://repo.maven.apache.org/maven2/org/apache/apache/34/apache-34.pom,ok | ok | ok | ok
org.apache.opennlp,opennlp-tools,2.5.9,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/apache/apache/37/apache-37.pom,https://repo.maven.apache.org/maven2/org/apache/opennlp/opennlp-tools/2.5.9/opennlp-tools-2.5.9.pom | https://repo.maven.apache.org/maven2/org/apache/opennlp/opennlp/2.5.9/opennlp-2.5.9.pom | https://repo.maven.apache.org/maven2/org/apache/apache/37/apache-37.pom,ok | ok | ok
org.awaitility,awaitility,4.3.0,parent-pom,Apache 2.0 <http://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/awaitility/awaitility-parent/4.3.0/awaitility-parent-4.3.0.pom,https://repo.maven.apache.org/maven2/org/awaitility/awaitility/4.3.0/awaitility-4.3.0.pom | https://repo.maven.apache.org/maven2/org/awaitility/awaitility-parent/4.3.0/awaitility-parent-4.3.0.pom,ok | ok
org.codehaus.janino,commons-compiler,3.1.12,parent-pom,BSD-3-Clause <https://spdx.org/licenses/BSD-3-Clause.html>,https://repo.maven.apache.org/maven2/org/codehaus/janino/janino-parent/3.1.12/janino-parent-3.1.12.pom,https://repo.maven.apache.org/maven2/org/codehaus/janino/commons-compiler/3.1.12/commons-compiler-3.1.12.pom | https://repo.maven.apache.org/maven2/org/codehaus/janino/janino-parent/3.1.12/janino-parent-3.1.12.pom,ok | ok
org.codehaus.janino,janino,3.1.12,parent-pom,BSD-3-Clause <https://spdx.org/licenses/BSD-3-Clause.html>,https://repo.maven.apache.org/maven2/org/codehaus/janino/janino-parent/3.1.12/janino-parent-3.1.12.pom,https://repo.maven.apache.org/maven2/org/codehaus/janino/janino/3.1.12/janino-3.1.12.pom | https://repo.maven.apache.org/maven2/org/codehaus/janino/janino-parent/3.1.12/janino-parent-3.1.12.pom,ok | ok
org.codehaus.mojo,animal-sniffer-annotations,1.27,parent-pom,MIT license <https://spdx.org/licenses/MIT.txt>,https://repo.maven.apache.org/maven2/org/codehaus/mojo/animal-sniffer-parent/1.27/animal-sniffer-parent-1.27.pom,https://repo.maven.apache.org/maven2/org/codehaus/mojo/animal-sniffer-annotations/1.27/animal-sniffer-annotations-1.27.pom | https://repo.maven.apache.org/maven2/org/codehaus/mojo/animal-sniffer-parent/1.27/animal-sniffer-parent-1.27.pom,ok | ok
org.codehaus.plexus,plexus-interpolation,1.28,parent-pom,Apache-2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/20/plexus-20.pom,https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-interpolation/1.28/plexus-interpolation-1.28.pom | https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/20/plexus-20.pom,ok | ok
org.codehaus.plexus,plexus-xml,3.0.1,parent-pom,"Apache License, Version 2.0 <https://www.apache.org/licenses/LICENSE-2.0.txt>",https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/18/plexus-18.pom,https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-xml/3.0.1/plexus-xml-3.0.1.pom | https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/18/plexus-18.pom,ok | ok
org.eclipse.angus,angus-activation,2.0.3,parent-pom,EDL 1.0 <http://www.eclipse.org/org/documents/edl-v10.php>,https://repo.maven.apache.org/maven2/org/eclipse/angus/angus-activation-project/2.0.3/angus-activation-project-2.0.3.pom,https://repo.maven.apache.org/maven2/org/eclipse/angus/angus-activation/2.0.3/angus-activation-2.0.3.pom | https://repo.maven.apache.org/maven2/org/eclipse/angus/angus-activation-project/2.0.3/angus-activation-project-2.0.3.pom,ok | ok
org.glassfish.jaxb,jaxb-core,4.0.9,parent-pom,Eclipse Distribution License - v 1.0 <http://www.eclipse.org/org/documents/edl-v10.php>,https://repo.maven.apache.org/maven2/org/glassfish/jaxb/jaxb-parent/4.0.9/jaxb-parent-4.0.9.pom,https://repo.maven.apache.org/maven2/org/glassfish/jaxb/jaxb-core/4.0.9/jaxb-core-4.0.9.pom | https://repo.maven.apache.org/maven2/org/glassfish/jaxb/jaxb-parent/4.0.9/jaxb-parent-4.0.9.pom,ok | ok
org.glassfish.jaxb,jaxb-runtime,4.0.9,parent-pom,Eclipse Distribution License - v 1.0 <http://www.eclipse.org/org/documents/edl-v10.php>,https://repo.maven.apache.org/maven2/org/glassfish/jaxb/jaxb-parent/4.0.9/jaxb-parent-4.0.9.pom,https://repo.maven.apache.org/maven2/org/glassfish/jaxb/jaxb-runtime/4.0.9/jaxb-runtime-4.0.9.pom | https://repo.maven.apache.org/maven2/org/glassfish/jaxb/jaxb-runtime-parent/4.0.9/jaxb-runtime-parent-4.0.9.pom | https://repo.maven.apache.org/maven2/org/glassfish/jaxb/jaxb-parent/4.0.9/jaxb-parent-4.0.9.pom,ok | ok | ok
org.glassfish.jaxb,txw2,4.0.9,parent-pom,Eclipse Distribution License - v 1.0 <http://www.eclipse.org/org/documents/edl-v10.php>,https://repo.maven.apache.org/maven2/org/glassfish/jaxb/jaxb-parent/4.0.9/jaxb-parent-4.0.9.pom,https://repo.maven.apache.org/maven2/org/glassfish/jaxb/txw2/4.0.9/txw2-4.0.9.pom | https://repo.maven.apache.org/maven2/org/glassfish/jaxb/jaxb-txw-parent/4.0.9/jaxb-txw-parent-4.0.9.pom | https://repo.maven.apache.org/maven2/org/glassfish/jaxb/jaxb-parent/4.0.9/jaxb-parent-4.0.9.pom,ok | ok | ok
org.hibernate.validator,hibernate-validator,8.0.2.Final,parent-pom,Apache License 2.0 <http://www.apache.org/licenses/LICENSE-2.0.txt>,https://repo.maven.apache.org/maven2/org/hibernate/validator/hibernate-validator-parent/8.0.2.Final/hibernate-validator-parent-8.0.2.Final.pom,https://repo.maven.apache.org/maven2/org/hibernate/validator/hibernate-validator/8.0.2.Final/hibernate-validator-8.0.2.Final.pom | https://repo.maven.apache.org/maven2/org/hibernate/validator/hibernate-validator-parent/8.0.2.Final/hibernate-validator-parent-8.0.2.Final.pom,ok | ok
org.slf4j,jul-to-slf4j,2.0.18,parent-pom,MIT <https://opensource.org/license/mit>,https://repo.maven.apache.org/maven2/org/slf4j/slf4j-bom/2.0.18/slf4j-bom-2.0.18.pom,https://repo.maven.apache.org/maven2/org/slf4j/jul-to-slf4j/2.0.18/jul-to-slf4j-2.0.18.pom | https://repo.maven.apache.org/maven2/org/slf4j/slf4j-parent/2.0.18/slf4j-parent-2.0.18.pom | https://repo.maven.apache.org/maven2/org/slf4j/slf4j-bom/2.0.18/slf4j-bom-2.0.18.pom,ok | ok | ok
org.slf4j,slf4j-api,2.0.18,parent-pom,MIT <https://opensource.org/license/mit>,https://repo.maven.apache.org/maven2/org/slf4j/slf4j-bom/2.0.18/slf4j-bom-2.0.18.pom,https://repo.maven.apache.org/maven2/org/slf4j/slf4j-api/2.0.18/slf4j-api-2.0.18.pom | https://repo.maven.apache.org/maven2/org/slf4j/slf4j-parent/2.0.18/slf4j-parent-2.0.18.pom | https://repo.maven.apache.org/maven2/org/slf4j/slf4j-bom/2.0.18/slf4j-bom-2.0.18.pom,ok | ok | ok
